12.52504854	5.537004165	2.076563857
-12.94149654	4.072014415	58.93727028
-7.120939791	3.287955322	21.50273126
-2.328668979	-0.993120082	-19.81223642
-23.01410213	8.460084357	110.561363
-3.280633396	1.027068367	5.651021877
2.886866977	-3.69088347	-4.696207978
2.136939648	-8.426467513	-54.84363818
-13.05795323	-2.334977447	11.53437516
-7.050867967	3.448718465	24.53614678
-17.25430918	5.083932112	61.18554103
15.30484315	0.460993627	-33.61563307
-12.98703312	-6.539556953	-13.26759494
16.42831133	8.919881418	29.38787585
-2.198444127	8.71894379	32.57542737
6.961726045	1.045852983	-22.39762656
-8.66761271	-5.87588707	-16.04368904
8.651381694	-6.964692014	-34.43469601
2.096617614	-0.531143503	4.506088431
-7.753833411	6.346975772	33.56134064
5.032763264	6.617929962	42.85478954
-7.446250042	-9.651688917	-41.7443375
3.204332571	5.70791438	13.46373279
5.792167989	3.681819206	2.584545836
-4.004687201	1.14901194	21.86467767
12.8684374	-15.12682327	-106.9873026
-7.19177642	0.867095759	2.277549652
-19.66431831	1.765583558	36.8252127
14.50244327	-3.7532055	-35.73465415
-8.618305165	5.185319341	41.32575541
-16.01994642	-9.97404018	-15.45313958
12.031261	3.943566922	-31.44174183
17.41473573	2.106560032	-16.99464667
-8.342581463	5.262446957	31.10301731
-9.290995286	3.053875175	13.72111233
12.39645096	-5.657958214	-40.17800478
-22.43084228	13.22142188	85.79448228
-3.495670565	6.208354024	55.59730039
13.3358428	-8.206991737	-81.96708884
-2.105150427	8.712551765	82.21168008
-8.276346108	1.25883216	23.1198787
16.73678144	-0.730509156	-32.26619383
-14.43164627	-8.462293583	-31.76792384
-12.87046552	-8.280687101	-32.97303978
-1.544761825	-7.645165915	-40.55377471
0.279687952	1.420514164	-5.945657712
12.21043718	9.901407539	11.8706117
24.22095153	-1.246869904	-53.33366985
-6.388308046	0.905869427	17.72798714
4.776581759	6.548620223	50.22525086
-6.372395395	-7.192593308	1.027003186
-13.14299763	-0.48626431	19.7359771
10.58642109	-13.99810137	-74.49716972
16.24029584	7.661546574	29.83426098
4.628070466	-3.847786966	-17.70445285
